invisible-inc-console-edition;296;82;6.9;Invisible, Inc. is a mercenary espionage agency operating in the latter years of the 21st century. Infiltrate procedurally generated corporate facilities in tense, turn-based missions where every move could be your last. Find profit in chaos as you guide your team around the world in search;Klei Entertainment;T;turn-based;"http://video.gamespotcdn.com/d5/2016/11/30/Trailer_PSPlusDec_20161130_4000.mp4
"
yu-gi-oh!-zexal-world-duel-carnival;311;52;5.2;Play as yourself or one of eleven playable characters from the series, like Yuma, Astral, Tori, Shark and more, each with their own storyline and earn an invite to the World Duel Carnival where you can battle with more than 40 Duelists from the TV show! Players can enjoy a Story Mode and a       ;Konami;E10+;turn-based;"http://video.gamespotcdn.com/d5/2014/06/10/Trailer_YuGiOh_E314_20140610_4000.mp4
"
total-war-warhammer;722;86;7.4;In an era of ceaseless conquest, a myriad warriors clash in epic battles as entire races wage war on one another, each led by a notorious hero seeking dominion over the world. All at your command. The courageous Karl Franz marshals the men of the Empire, looking to unite the fractured;Creative Assembly;T;turn-based;"http://video.gamespotcdn.com/d5/2015/11/25/Trailer_TotalWarWARHAMMER_GrimgorIronhideCampaign_20151125_4000.mp4
"
growlanser-wayfarer-of-time;447;67;7.4;Never before released outside of Japan and widely considered the best entry in the long-running franchise, this PSP system iteration of the fourth chapter in the Growlanser saga delivers visuals remastered for PSP system's 16:9 widescreen, a vastly expanded script with tons of new characters;Career Soft;T;turn-based;"http://video.gamespotcdn.com/d8/gsc/2012/04/169_growlanser_openingtitle_ot_psp_042612_2800.mp4
"
stella-deus-the-gate-of-eternity;423;75;8.2;"A deadly mist called the ""Miasma"" spreads across the land, killing all in its path. Having forsaken hope, the inhabitants simply await their deaths. Lord Dignus, self-appointed Overlord of Fortuna, sends forth the Imperial Legion to put a quick end to their apathy and eliminate this";Pinegrow;T;turn-based;"http://video.gamespotcdn.com/d6/gsc/2013/09/169_StellaDeus_090513_4000.mp4
"
dynasty-warriors-godseekers;383;62;tbd;"The final days of the Later Han Period in China... Political strife has led to unrest and the rise of rebelling peasants, known as the ""Yellow Turbans"", has brought ceaseless conflict to the land. Among this chaos, in the country of Changshan lives a young warrior known as Zhao Yun, who has  ";Omega Force;T;turn-based;"http://video.gamespotcdn.com/d5/2017/02/01/Trailer_DynastyWarriorsGod_20170131_4000.mp4
"
hearthstone-heroes-of-warcraft;228;88;6.2;Hearthstone is a free-to-play digital strategy card game that anyone can enjoy. Players choose one of nine epic Warcraft heroes to play as, and then take turns playing cards from their customizable decks to cast potent spells, use heroic weapons or abilities, or summon powerful characters to;Blizzard Entertainment;T;turn-based;"http://video.gamespotcdn.com/d5/2015/03/06/Trailer_Hearthstone_Blackrock_20150306_4000.mp4
"
fire-emblem-echoes-shadows-of-valentia;722;81;8.5;In 1992, the second game in the Fire Emblem series, Fire Emblem Gaiden, launched exclusively in Japan. Now, for the first time, fans outside of Japan will get a taste of this classic game on the Nintendo 3DS family of systems. Fire Emblem Echoes: Shadows of Valentia is inspired by the 1992;Intelligent Systems;T;turn-based;"http://video.gamespotcdn.com/d5/2017/04/12/NintendoDirect_N3DS_20170412_4000.mp4
"
code-name-steam;722;69;7.7;Code Name: S.T.E.A.M. is a new take on strategy games inspired by third-person shooters. Like the Fire Emblem and Advance Wars games before it, Code Name S.T.E.A.M. tasks players with planning out strategic moves using a team of soldiers to do battle with enemy forces. But this game throws a;Intelligent Systems;T;turn-based;"http://video.gamespotcdn.com/d5/2014/11/05/Trailer_CodeNameSTEAM_20141105_4000.mp4
"
supreme-ruler-cold-war;343;63;6.8;In Supreme Ruler 2020: Cold War, players will enter a portrayal of the world in the year 2020 based on recent real-world headlines. Battle economic challenges, unstable governments and worldwide tensions in this grand strategy exp;BattleGoat Studios;RP;turn-based;"http://video.gamespotcdn.com/d4/gsc/2011/04/169_supreme_ruler_coldwar_ot_pc_040711_2000.mp4
"
the-banner-saga;700;80;7.9;Live through an epic role-playing Viking saga where your strategic choices directly affect your personal journey. Make allies as you travel with your caravan across this stunning yet harsh landscape. Carefully choose those who will help fight a new threat that jeopardizes an entire civil;Stoic;T;turn-based;"http://video.gamespotcdn.com/d5/2014/01/06/Trailer_BannerSaga_Traveltutorial_20140106_4000.mp4
"
mario-+-rabbids-kingdom-battle;722;85;8.7;Welcome to the story of an unexpected encounter between Mario and the irreverent Rabbids. To bring order back to a splintered Mushroom Kingdom, Mario, Luigi, Princess Peach, and Yoshi team up with Rabbids heroes in a journey through four different worlds. Outwit unpredictable enemies in;Ubisoft, Ubisoft Milan;E10+;turn-based;"http://video.gamespotcdn.com/d5/2017/06/14/Treehouse_MarioRabbids_World1BattleBossDemo_20170614_8000.mp4
"
plague-inc-evolved;409;80;7.5;Can you infect the world? Your pathogen has just infected 'Patient Zero'. Now you must bring about the end of human history by evolving a deadly, global Plague whilst adapting against everything humanity can do to defend itself. Plague Inc: Evolved is a unique mix of high strategy and;Ndemic Creations;E10+;turn-based;"http://video.gamespotcdn.com/d5/2014/06/09/Trailer_PlagueInc_E314trailer_20140609_4000.mp4
"
sid-meiers-civilization-beyond-earth---rising-tide;677;79;6.0;After the initial wave of great colony ships departed Earth, the jubilation of humanity was ephemeral. Those left behind fell into a violent struggle over the quickly-diminishing resources on their barren home world. From this tumultuous time, 4 new factions arose. These newcomers were;Firaxis Games;E10+;turn-based;"http://video.gamespotcdn.com/d5/2015/07/21/Trailer_CivBERT_Featurette1_20150721_4000.mp4
"
shogun-total-war-warlord-edition;722;87;8.7;"This stand-alone package includes the original complete ""Shogun: Total War"" game and the ""Mongol Invasion"" expansion which includes Kublai Khan?s invasion of Mongol hordes that try to conquer Japan and three new Japanese ca";Creative Assembly;T;turn-based;"http://video.gamespotcdn.com/d5/2015/03/10/Trailer_TotalWar_15YearsofTotalWar_20150310_4000.mp4
"
risk-urban-assault;161;61;7.3;Helm your troops to victory with Risk Urban Assault. In a post-apocalyptic world, exhort your armies and march across some of the most famous cities around the globe. From Shanghai to New York, act cunning and play strategically to defeat your op;Zoe Mode;E10+;turn-based;"http://video.gamespotcdn.com/d5/2016/08/02/Trailer_RiskUrbanAssault_Launch_20160802_4000.mp4
"
age-of-wonders-iii;418;80;8.0;Age of Wonders 3 marks a modern reimagining of the series, where players join a clash of kings, queens and dark lords for the spoils of an ancient paradise. By introducing unique RPG-inspired classes and specializations, players are able to craft empires of their own design, developing;Triumph Studios;T;turn-based;"http://video.gamespotcdn.com/d8/gsc/2013/02/169_ageofwonders3_Announce_ot_pc_020613_4000.mp4
"
invizimals-the-resistance;303;67;7.6;Collect more than 150 unique creatures, including 24 new Invizimals and 21 Xt;Novarama;E10+;turn-based;"http://video.gamespotcdn.com/d5/2014/06/12/Trailer_InvizimalsResistance_E3_20140612_4000.mp4
"
monster-monpiece;722;67;7.7;Based on an authentic card battle of deep strategies, this title depicts an adventure story of charming cha;Compile Heart;M;turn-based;"http://video.gamespotcdn.com/d5/2014/01/21/Trailer_MonsterMonpiece_Official_20140121_4000.mp4
"
lord-of-magna-maiden-heaven;455;68;7.8;"Residing on the outskirts of town as the proprietor of a quiet, rustic inn, Luchs has lived through much of his life proudly clinging to a code of honour passed down from father to son for generations:  ""When our cherished guests finally arrive, think of them as nothing less than          ";Marvelous Inc.;T;turn-based;"http://video.gamespotcdn.com/d5/2015/05/20/Trailer_LoM_BattleTutorial_20150520_4000.mp4
"
tiny-token-empires;285;64;tbd;Tiny Token Empires is a combination puzzle game, match-three game (tokens), and turn-based strate;BiP Media;T;turn-based;"http://video.gamespotcdn.com/d4/gsc/2011/10/169_tinytokenempire_ot_ip_101211_2800.mp4
"
pride-of-nations;317;70;5.6;Pride of Nations is a turn-based historical strategy game set in the colonial era of the 19th ;Paradox Interactive, AGEOD;T;turn-based;"http://video.gamespotcdn.com/d4/gsc/2011/02/169_pride_of_nations_ot_pc_020411_2000.mp4
"
disgaea-5-complete;418;81;8.6;This entry to the legendary Disgaea series tells a tale of revenge, and of rebellion.  As a new and terrible Overlord named Void Dark seeks to enslave the countless Netherworlds, one young demon has stood to end his reign-Killia. In Disgaea 5, players lead Killia and his tenacious army of            ;Nippon Ichi Software;T;turn-based;"http://video.gamespotcdn.com/d5/2017/03/28/Trailer_Disgaea5_Switch_20170328_4000.mp4
"
fire-emblem-awakening;486;92;9.1;Lead an army of soldiers in a series of scaled turn-based strategy battles. In the process, develop relationships with your team, utilizing their special abilities on the battlefield to gain victory and advance the story, which features a wide array of characters from a variety of nations;Intelligent Systems;T;turn-based;"http://video.gamespotcdn.com/d5/gsc/2013/01/169_fireemblem_awakening_ot_3ds_012813_4000.mp4
"
disgaea-4-a-promise-unforgotten;722;80;7.8;Disgaea 4 is a sequel to Disgaea, a hardcore, turn-based, strategy RPG popular on the PlayStation 3 and PlayStation 2. In Disgaea, character units have a limit to their movement and attack ranges, based on level and weapons equipped. There are other special game factors that let you take ;Nippon Ichi Software;T;turn-based;"http://video.gamespotcdn.com/d4/gsc/2011/05/169_disgaea_4_this_is_disgaea_trailer_mul_051311_2000.mp4
"
shin-megami-tensei-devil-survivor-2-record-breaker;296;84;8.3;Your days are numbered. Your character in Shin Megami Tensei: Devil Survivor 2 Record Breaker is stuck in a world that has been invaded and is on the brink of non-existence. At the same time, you and your friends have gained the ability to summon demons via your cell phone, and with it, a;Atlus;T;turn-based;"http://video.gamespotcdn.com/d5/2015/02/17/Trailer_DeSu2_Story_20150217_4000.mp4
"
valkyria-revolution;297;56;5.6;Jutlands elite soldiers, the Vanargand, must band together to defeat the Ruzi Empire and stop death itself - the Valkyria. This grizzled anti-Valkyria squad is equipped with advanced mana weaponry and has the powerful ability to wield ragnite spells to combat this terrifying threat. The unit;SegaSoft, Sega;T;turn-based;"http://video.gamespotcdn.com/d5/2017/03/27/Trailer_ValkyriaRevolution_Battlefield_20170327_4000.mp4
"
shin-megami-tensei-devil-survivor-2;511;79;8.0;When a new website that shows the manner of people's deaths in advance makes the rounds amongst Japanese high schoolers, a trio of students is shocked to witness their own deaths in a terrible subway accident just minutes away. They narrowly escape the carnage, only to find themselves in a;Atlus;T;turn-based;"http://video.gamespotcdn.com/d3/gsc/2012/01/169_shinmegamitenseids2_ot_ds_010412_2800.mp4
"
gungnir;301;68;7.4;In a land ravaged by disparity where the impoverished must battle for survival, the fate of all is thrust into uncertainty when rebels happen upon custody of a young female noble and a magical spear of immeasurable power falls from the heavens. Now, hunted by incumbent powers desperate to  ;Sting;T;turn-based;"http://video.gamespotcdn.com/d4/gsc/2011/12/169_gungnir_opening_ot_psp_122111_2800.mp4
"
project-x-zone-2;722;73;8.0;In the sequel to the original world crossing adventure, legendary characters from Japan's most prolific video game publishers come together to create the biggest mashup strategy game ever! Developed by MONOLITH SOFTWARE INC., Project X Zone 2 gives gamers the opportunity to play as their  ;Monolith Soft;T;turn-based;"http://video.gamespotcdn.com/d5/2015/07/02/Trailer_PXZ2_PV1_20150702_4000.mp4
"
rainbow-moon;615;70;6.8;Rainbow Moon is a strategic RPG with a strong emphasis on character deve;SideQuest Studios;E10+;turn-based;"http://video.gamespotcdn.com/d7/gsc/2012/05/169_rainbowmoon_ot_multi_050712_4000.mp4
"
sid-meiers-civilization-beyond-earth;1399;81;5.5;Sid Meier's Civilization: Beyond Earth sends players on an expedition from Earth to lead their people into a new frontier to explore and colonize an alien planet, and create a new civil;Firaxis Games;E10+;turn-based;"http://video.gamespotcdn.com/d5/2014/07/03/Trailer_BeyondEarth_InsideLook_20140703_4000.mp4
"
tears-to-tiara-ii-heir-of-the-overlord;478;65;8.5;A Story of a Forgotten Goddess and an Ove;Aqua Plus;T;turn-based;"http://video.gamespotcdn.com/d5/2014/07/25/Trailer_TearstoTiaraII_OpeningMovie_20140725_4000.mp4
"
ronin;239;71;tbd;Ronin is a stylish, turn-based action platformer following the exploits of a vengeful heroine determined to strike down five prominent figures of a powerful corporation. Move with precision by meticulously planning out each silent step, soaring leap, and devastating swing of your blade.;Tomasz Waclawek;M;turn-based;"http://video.gamespotcdn.com/d5/2015/01/22/Trailer_RONIN_Ann_20150122_4000.mp4
"
uncharted-fight-for-fortune;534;67;6.3;UNCHARTED: Fight for Fortune is an action-adventure turn-based card game featuring the heroes and villains from the UNCHARTED universe. Take a look at the new trailer of the game below to give you an idea of how comba;Sony Bend;T;turn-based;"http://video.gamespotcdn.com/d6/gsc/2012/11/169_uncharted_fight_fortune_ot_psvita_112612_4000.mp4
"
might-magic-duel-of-champions;285;84;6.8;Might & Magic Duel of Champions is an online free-to-play card game in the M&M u;Ubisoft;RP;turn-based;"http://video.gamespotcdn.com/d5/2014/04/09/Trailer_MaMDoCHON_20140409_4000.mp4
"
might-magic-duel-of-champions---forgotten-wars;285;62;tbd;Years ago, a fringe group of mages wanted to push the boundaries of their magical research beyond the moral constraints set by the Holy Empire. In a way, you could say they were the scientists of Ashan. Their first major creations were the orcs and the beastmen, who were quickly recruited to  ;Ubisoft;T;turn-based;"http://video.gamespotcdn.com/d5/2014/04/09/Trailer_MaMDoCHON_20140409_4000.mp4
"
natural-doctrine;426;60;7.2;Overcome the evils that inhabit the vast networks of mines and ruins in the areas surrounding the fortress city o;Kadokawa;M;turn-based;"http://video.gamespotcdn.com/d5/2014/05/16/Trailer_NaturalDoctrine_20140516_4000.mp4
"
disgaea-d2-a-brighter-darkness;389;74;8.1;The Netherworld - a place where might makes right and today's friends are tomorrow's enemies. After a long journey with many ups and downs, Laharl finally finds himself as a full-fledged Overlord. However, the other denizens of the Netherworld do not see him as such, so he sets out on a;Nippon Ichi Software;T;turn-based;"http://video.gamespotcdn.com/d6/gsc/2013/07/169_disgaead2_teaser_ps3_ot_072413_4000.mp4
"
the-banner-saga-factions;409;67;8.0;What is The Banner Saga? Short answer: role-playing meets turn-based strategy, wrapped into an adventure mini-series about vikings. Travel through stunning landscapes straight out of an animated film as your party escapes what could be the end of everything. Battle painstakingly  ;Stoic;T;turn-based;"http://video.gamespotcdn.com/d4/gsc/2012/03/169_banner_saga_ot_pc_032812_2800.mp4
"
steamworld-heist;442;86;8.3;A game featuring space adventures and strategic shoot-outs. Assume the role of Captain Piper and recruit a team of rag-tag robots to explore and scavenge the remains of a destroyed world. Board enemy spaceships and command your crew in a unique variety of turn-based combat, where the outcome;Image & Form;E10+;turn-based;"http://video.gamespotcdn.com/d5/2015/06/16/Trailer_SteamWorldHeist_E3_20150616_4000.mp4
"
stella-glow;254;79;8.7;The witch Hilda attempts to crystallize the world using her curs;Image Epoch, Imageepoch;T;turn-based;"http://video.gamespotcdn.com/d5/2015/08/19/Trailer_StellaGlowWitchTuning_20150819_4000.mp4
"
valkyria-chronicles-remastered;558;84;8.3;The Principality of Gallia, a small neutral country between two superpower nations, suddenly faces invasion at the hands of the Empire. In the face of an overwhelming military power, the Gallian army has lost all hope. However, a ragtag volunteer militia has risen up against all odds to;Sega;T;turn-based;"http://video.gamespotcdn.com/d5/2016/01/25/Trailer_VC_Announcement_20160125_4000.mp4
"
worms-wmd;526;78;7.6;With a hand-drawn 2D look, brand new weapons, the introduction of crafting, vehicles and buildings plus the return of some classic weapons and gameplay, Worms W.M.D ;Team 17;E10+;turn-based;"http://video.gamespotcdn.com/d5/2016/08/23/Trailer_WormsWMD_Launch_20160823_4000.mp4
"
total-war-shogun-2;722;90;8.4;Shogun 2 is the ultimate refinement of the original formula with a new, cutting-edge AI, more polish and online functionality than ever before. The result is the perfect mix of real-time and turn-based strategy gaming that invites both veterans of Total War and new players to experience the;Creative Assembly;T;turn-based;"http://video.gamespotcdn.com/d4/gsc/2011/01/169_shogun_2_total_war_campaign_trailer_mul_011411_2000.mp4
"
shin-megami-tensei-devil-survivor-overclocked;249;78;8.3;Expanded and enhanced, Devil Survivor Overclocked for Nintendo 3DS builds upon the game's original release with the addition of voice acting for the entirety of the game's lengthy, unconventional narrative. Moreover, that very story, already boasting multiple endings based on critical;Atlus;T;turn-based;"http://video.gamespotcdn.com/d3/gsc/2011/03/169_shin_megami_tensei_devil_survivor_oc_ot_3ds_03_0811_2000.mp4
"
skulls-of-the-shogun-bone-a-fide-edition;347;80;6.6;Washing up on the shores of the afterlife, players meet and join forces with vibrant ghost-samurai warriors, magical animal-monks, and mustachioed samurai generals on the way to capture Skulls of the Shogun. With its roots in classic turn-based strategy gaming, Skulls of the Shogun retains;17-Bit;T;turn-based;"http://video.gamespotcdn.com/d6/gsc/2013/01/169_skullsoftheshogun_releasedate_ot_pc_011013_4000.mp4
"
masquerada-songs-and-shadows;168;75;tbd;Masquerada is a single-player tactical RPG adventure where real-time combat can be paused for tactics with Venetian-styled masks that grant deadl;Witching Hour Studios;T;turn-based;"http://video.gamespotcdn.com/d5/2017/07/14/Trailer_Masquerada_Console_20170713_4000.mp4
"
worms-2-armageddon;212;84;7.2;[Xbox Live Arcade] Ten years on from Worms Armageddon and the turn-based mayhem and destruction continues! Worms 2: Armageddon is the most fully-featured digital version of the game ever. With four player online and offline multiplayer, voice support, a raft of new weapons (including the;Team 17;E10+;turn-based;"http://video.gamespotcdn.com/d8/gsc/2013/04/169_worms2armageddon_ot_and_041713_4000.mp4
"
skulls-of-the-shogun;694;81;8.1;Los Angeles, California and Seattle, Washington Haunted Temple Studios announces Skulls of the Shogun, an invigorating cocktail of 1960s flavored sorcery and strategy in development for major gaming platforms. Washing up on the shores of the afterlife, players meet and join forces with;17 Bit, 17-Bit;T;turn-based;"http://video.gamespotcdn.com/d6/gsc/2013/01/169_skullsoftheshogun_releasedate_ot_pc_011013_4000.mp4
"
invizimals-the-alliance;322;69;6.8;Prepare yourself for fun on the run as the hunt for Invizimals becomes ubiquitous. Little and mysterious, these creatures live all around us but only your PS Vita can see them. Follow Invizimals through your garden, on the bus or in the playground, capturing your favourites to build a;Novarama;E10+;turn-based;"http://video.gamespotcdn.com/d5/gsc/2013/04/169_invizimals_Teaser_ot_multi_041113_4000.mp4
"
total-war-shogun-2---rise-of-the-samurai;722;84;8.4;Rise of the Samurai is the first downloadable campaign for S;Sega;T;turn-based;"http://video.gamespotcdn.com/d4/gsc/2011/01/169_shogun_2_total_war_campaign_trailer_mul_011411_2000.mp4
"
disgaea-3-absence-of-justice;722;78;7.4;Disgaea 3 is a sequel to Disgaea, a hardcore, turn-based, strategy RPG popular on the PlayStation2 and PlayStation Portable. In Disgaea, character units have a limit to their movement and attack ranges, based on level and weapons equipped. There are other special game factors that let you;Nippon Ichi Software;T;turn-based;"http://video.gamespotcdn.com/d8/gsc/2012/04/169_disgaea3_ot_vita_041812_2800.mp4
"
mortal-kombat-x;158;66;5.9;Mortal Kombat X combines cinematic presentation with all new gameplay, offering a new fully-connected experience that launches players into a persistent online contest where every fight matters in a global battle for supremacy. For the first time, Mortal Kombat X gives players the ability;Warner Bros. Interactive Entertainment;M;turn-based;"http://video.gamespotcdn.com/d5/2015/03/21/Trailer_Predator_DLC_20150320_4000.mp4
"
fire-emblem-heroes;406;72;7.2;Open the gateways between worlds, Heroes at your side. Nintendo's hit strategy-RPG Fire Emblem series is now reimagined for smart devices. Fight battles customized for touch screens and on-the-go gameplay. Summon characters from across the Fire Emblem universe. Develop your Heroes' skills,;Nintendo, Intelligent Systems;E10+;turn-based;"http://video.gamespotcdn.com/d5/2017/01/28/Trailer_FEH_Heroes_20170127_4000.mp4
"
valkyria-chronicles;1116;86;8.6;Valkyria Chronicles is set in a fictitious continent reminiscent of 1930s Europe, divided in two and ruled by the Empire and the Federation. The Empire has set its sights on invading a small neutral country called Gallia, which is situated in the middle of the two great empires. The game;Sega;T;turn-based;"http://video.gamespotcdn.com/d5/2016/01/25/Trailer_VC_Announcement_20160125_4000.mp4
"
tokyo-mirage-sessions-fe;137;80;6.2;An Atlus-developed RPG for Wii U set in a modern-day world of music and art featuring characters and gameplay elements from Intelligent System's Fire Emblem franchise mixed with elements from the Shin Megami Tensei fr;Atlus;T;turn-based;"http://video.gamespotcdn.com/d8/gsc/2013/01/169_shinmegamitensei_ot_wiiu_012313_4000.mp4
"
might-magic-heroes-vi---shades-of-darkness;398;66;5.3;This fully fledged expansion will feature a new fan-favorite faction to Heroes VI, Dungeon, led by the Dark Elves. The Dark Elves have left the forests of Irollan, made a pact with the mysterious Faceless and escaped extermination by becoming underground renegades - stealthy and revered;Virtuos;T;turn-based;"http://video.gamespotcdn.com/d5/gsc/2013/01/169_mightandmagicheroesVI_story_ot_pc_011513_4000.mp4
"
risk-factions;286;77;6.6;[Xbox Live Arcade] Wage war with five factions, each with unique abilities, in the original game of strategy and world domination! In RISK: Factions, play with the classic rules or reign supreme with objective-based and world conquest scenarios as you command your army and take tactical;Stainless Games;E10+;turn-based;"http://video.gamespotcdn.com/d4/gsc/2010/06/169_risk_factions_xbla_trailer_xbox360_062210_2000.mp4
"
tokyo-twilight-ghost-hunters;242;63;7.0;A gaggle of teens are prepared to square off against the evil spirits that have been the cause of strange incidents all across ;TOYBOX;T;turn-based;"http://video.gamespotcdn.com/d5/2015/03/10/Trailer_TokyoTwilightGhostHunters_Release_20150310_4000.mp4
"
xcom-enemy-unknown;430;89;8.2;Enemy Unknown couples tactical turn-based gameplay with action sequences and on-ground combat. Recruit, specialize and train unique soldiers and manage your personnel. Detect and interrupt the alien threat as you construct and expand your XCOM headquarters. Direct soldier squads in;Firaxis Games;M;turn-based;"http://video.gamespotcdn.com/d6/gsc/2012/06/169_xcom_e3_ONLINE_NA_Ultra_ot_multi_060112_4000.mp4
"
disgaea-4-a-promise-revisited;722;82;8.1;Disgaea 4 is a sequel to Disgaea, a hardcore, turn-based, strategy RPG. In Disgaea, character units have a limit to their movement and attack ranges, based on level and weapons equipped. There are other special game factors that let you take advantage of the 3D battle map, many of which are;Nippon Ichi Software;T;turn-based;"http://video.gamespotcdn.com/d4/gsc/2011/05/169_disgaea_4_this_is_disgaea_trailer_mul_051311_2000.mp4
"
disgaea-3-absence-of-detention;722;78;7.6;Disgaea 3: Absence of Detention will feature new characters, stories, and systems from the original Disgaea;Nippon Ichi Software;T;turn-based;"http://video.gamespotcdn.com/d8/gsc/2012/04/169_disgaea3_ot_vita_041812_2800.mp4
"
atelier-rorona-plus-the-alchemist-of-arland;441;80;8.2;The alchemic RPG franchise from Gust carries on the tradition of the Atelier series, using alchemy as the main focal point. Atelier Rorona Plus focuses on the exploits of Rorolina Frixell, one the most beloved characters of the Arland trilogy (Ateliers Meruru/ Totori/ Rorona), a young girl;Gust;T;role-playing;"http://video.gamespotcdn.com/d5/2014/05/30/Trailer_ARPAA_Gameplay_20140530_4000.mp4
"
hyperdimension-neptunia-rebirth2-sisters-generation;480;67;7.0;In 20XX Gamindustri faces a severe crisis. Shops are boarded up, creators are overworked and starving, and death looms. But the CPUs refuse to let this be game over for their world. Gamindustri had severed its ties to the chaotic Lawless Realm long ago. Ever since the advent of the Arfoire;Felistella;T;role-playing;"http://video.gamespotcdn.com/d5/2014/11/11/Trailer_HyperdimensionNeptunia_Opening_20141110_4000.mp4
"
criminal-girls-invite-only;554;55;6.8;7 delinquents, 7 sins, and only one way out. Just hired for a new, mysterious job, you quickly discover that this is not your routine prison gig. You have been entrusted with the care of a crew of girls whose sins have damned their souls to Hell and an eternity of punishment... Their sole;Image Epoch, Imageepoch;M;role-playing;"http://video.gamespotcdn.com/d5/2014/12/18/Trailer_CriminalGirlsInviteOnly_Off2_20141218_4000.mp4
"
nights-of-azure;122;67;7.4;Nights of Azure is a tragic tale of two friends faced with impossible decisions that will test their loyalty to their quest and to each other. Set on an uncharted island that floats in the North Sea, Nights of Azure paints a picture of a land where nights are tormented by azure-blooded;Gust;T;role-playing;"http://video.gamespotcdn.com/d5/2016/01/26/Trailer_NightsofAzure_Preorder_20160126_4000.mp4
"
portal-knights;391;72;7.8;Leave the familiar world behind and step into the fantastic unknown with Portal Knights. Play with your friends in this action-packed crafting adventure across whimsical 3D sandbox worlds. Craft your adventure. Forge your hero. Become the ultimate Portal;Keen Games;E10+;role-playing;"http://video.gamespotcdn.com/d5/2016/02/04/Trailer_PortalKnights_Announcement_20160204_4000.mp4
"
cladun-returns-this-is-sengoku!;122;73;6.1;Set in Japan's Sengoku Era, you wake up in the mysterious land of Arcanus Cella where the souls of the dead gather as they await reincarnation. However, some souls have unfinished business that needs to be settled before they can reincarnate. As the player, you will assist these souls by;Nippon Ichi Software;E10+;role-playing;"http://video.gamespotcdn.com/d5/2016/11/15/Trailer_Cladun_Announce_20161115_4000.mp4
"
